assembly_id_simp,Contig_number,assembly_id,assembly_name,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination,genome_id,phylogroup,assembly_ID
GCA_030296275,4,GCA_030296275.1,ASM3029627v1,Escherichia coli,NA,EC556,NA,NA,NA,Annotation submitted by Rakuno Gakuen University,5274513,Complete Genome,2023-03-21T00:00:00Z,NA,5047835,5047835,Illumina Hiseq; Nanopore Minion,Rakuno Gakuen University,PRJDB15400,SAMD00585623,5140,5026,NA,Escherichia coli,97.69,0.18,GCA_030296275.1_ASM3029627v1_genomic,D,NA
GCA_030285485,3,GCA_030285485.1,ASM3028548v1,Escherichia coli,NA,C41,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5165039,Complete Genome,2023-06-18T00:00:00Z,NA,5037216,5037216,Oxford Nanopore MinION,Skolkovo Institute of Science and Technology,PRJNA980458,SAMN35637331,5053,4734,203,Escherichia coli,97.76,0.22,GCA_030285485.1_ASM3028548v1_genomic,B1,NA
GCA_029536575,245,GCA_029536575.1,ASM2953657v1,Escherichia coli,NA,W87,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5027869,Scaffold,2023-04-01T00:00:00Z,NA,128054,180621,Illumina NovaSeq,"Post graduate institute of medical education and research,Chandiagrh",PRJNA948148,SAMN33913460,5005,4711,215,Escherichia coli,98.6,0.96,GCA_029536575.1_ASM2953657v1_genomic,B2,NA
GCA_024547245,145,GCA_024547245.1,ASM2454724v1,Escherichia coli,NA,A079,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4946195,Scaffold,2022-07-31T00:00:00Z,NA,119629,133330,Illumina NextSeq,National Institute of Public Health NIH - NRI,PRJNA861130,SAMN29884167,4899,4657,159,Escherichia coli,99.16,0.34,GCA_024547245.1_ASM2454724v1_genomic,B1,NA
GCA_024508155,5,GCA_024508155.1,ASM2450815v1,Escherichia coli,NA,Seattle 1946,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5209985,Complete Genome,2022-08-03T00:00:00Z,NA,5132220,5132220,"Illumina MiSeq, Oxford Nanopore MiniION",Lawrence Berkeley National Laboratory,PRJNA607328,SAMN29939549,5047,4721,210,Escherichia coli,99.06,0.53,GCA_024508155.1_ASM2450815v1_genomic,B2,NA
GCA_025176545,111,GCA_025176545.1,ASM2517654v1,Escherichia coli,NA,XY10,NA,NA,NA,NA,4825411,Scaffold,2022-09-13T00:00:00Z,NA,196483,279431,Illumina NovaSeq,"College of Life Sciences, Sichuan University",PRJNA827787,SAMN27625123,NA,NA,NA,Escherichia coli,99.46,0.33,GCA_025176545.1_ASM2517654v1_genomic,B1,NA
GCA_030208495,101,GCA_030208495.1,ASM3020849v1,Escherichia coli,NA,B127,NA,NA,NA,NA,4966477,Scaffold,2023-06-07T00:00:00Z,NA,114774,114774,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133665,NA,NA,NA,Escherichia coli,99.26,0.27,GCA_030208495.1_ASM3020849v1_genomic,C,NA
GCA_030325205,122,GCA_030325205.1,ASM3032520v1,Escherichia coli,NA,156,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4732463,Scaffold,2023-06-22T00:00:00Z,NA,84128,100951,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324925,4593,4375,142,Escherichia coli,99.1,0.77,GCA_030325205.1_ASM3032520v1_genomic,A,NA
GCA_030168815,4,GCA_030168815.1,ASM3016881v1,Escherichia coli,NA,XJ5.1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5103922,Chromosome,2023-06-05T00:00:00Z,NA,4835095,4835105,PacBio Sequel,"Lanzhou Institute of Husbandry and Pharmaceutical Sciences, Chinese Academy of Agricultural Science",PRJNA724927,SAMN18865259,4925,4672,134,Escherichia coli,99.46,0.3,GCA_030168815.1_ASM3016881v1_genomic,B1,NA
GCA_029855145,6,GCA_029855145.1,ASM2985514v1,Escherichia coli,NA,5132,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5180851,Complete Genome,2023-04-24T00:00:00Z,NA,4989393,4989393,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA924946,SAMN32977680,5076,4743,216,Escherichia coli,98.92,0.38,GCA_029855145.1_ASM2985514v1_genomic,B2,NA
GCA_027474485,1,GCA_027474485.1,ASM2747448v1,Escherichia coli,NA,CM2,NA,NA,NA,NA,4581415,Complete Genome,2022-12-28T00:00:00Z,NA,4581415,4581415,PacBio,Technische Universitaet Muenchen,PRJNA914527,SAMN32339621,NA,NA,NA,Escherichia coli,97.11,0.15,GCA_027474485.1_ASM2747448v1_genomic,A,NA
GCA_025246365,74,GCA_025246365.1,ASM2524636v1,Escherichia coli,NA,DFK.1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5083666,Scaffold,2022-09-18T00:00:00Z,NA,222700,222700,Illumina NovaSeq,Chinese Academy of Agricultural Sciences,PRJNA879103,SAMN30790962,5062,4766,195,Escherichia coli,98.89,0.51,GCA_025246365.1_ASM2524636v1_genomic,B2,NA
GCA_028524805,199,GCA_028524805.1,ASM2852480v1,Escherichia coli,NA,LJS089,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5141657,Scaffold,2023-02-06T00:00:00Z,NA,87331,118281,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904785,5199,4836,272,Escherichia coli,98.87,0.85,GCA_028524805.1_ASM2852480v1_genomic,A,NA
GCA_023658405,4,GCA_023658405.1,ASM2365840v1,Escherichia coli,NA,Z0117EC0013,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5101065,Complete Genome,2022-06-07T00:00:00Z,NA,4909078,4909078,PacBio Sequel,Yonsei University College of medicine,PRJNA843104,SAMN28703743,4982,4632,238,Escherichia coli,98.41,0.83,GCA_023658405.1_ASM2365840v1_genomic,B2,NA
GCA_030285505,6,GCA_030285505.1,ASM3028550v1,Escherichia coli,NA,Q5,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5267038,Complete Genome,2023-06-18T00:00:00Z,NA,4948277,4948277,Oxford Nanopore MinION,Skolkovo Institute of Science and Technology,PRJNA980458,SAMN35637330,5174,4768,290,Escherichia coli,97.77,0.77,GCA_030285505.1_ASM3028550v1_genomic,B2,NA
GCA_024499775,71,GCA_024499775.1,ASM2449977v1,Escherichia coli,NA,6700160_ecol,NA,NA,NA,NA,4708237,Scaffold,2022-08-01T00:00:00Z,NA,189798,233885,Illumina,Tel Aviv Sourasky Medical Center,PRJNA843363,SAMN28729101,NA,NA,NA,Escherichia coli,99.53,0.39,GCA_024499775.1_ASM2449977v1_genomic,B1,NA
GCA_025567705,188,GCA_025567705.1,ASM2556770v1,Escherichia coli,NA,SH21PTE49,NA,NA,NA,NA,4767255,Scaffold,2022-10-04T00:00:00Z,NA,101627,101627,Illumina HiSeq,Yangzhou University,PRJNA836295,SAMN28157371,NA,NA,NA,Escherichia coli,99.1,0.28,GCA_025567705.1_ASM2556770v1_genomic,A,NA
GCA_027888335,160,GCA_027888335.1,ASM2788833v1,Escherichia coli,NA,EC11636,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4975363,Scaffold,2023-01-17T00:00:00Z,NA,93821,118655,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260270,4913,4625,208,Escherichia coli,98.24,0.82,GCA_027888335.1_ASM2788833v1_genomic,A,NA
GCA_024585505,3,GCA_024585505.1,ASM2458550v1,Escherichia coli,NA,MB51,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4940689,Complete Genome,2022-08-08T00:00:00Z,NA,4795272,4795272,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877313,4795,4414,261,Escherichia coli,98.35,0.46,GCA_024585505.1_ASM2458550v1_genomic,A,NA
GCA_028436645,167,GCA_028436645.1,ASM2843664v1,Escherichia coli,NA,83,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5459075,Scaffold,2023-02-02T00:00:00Z,NA,134520,135108,Illumina HiSeq,China Agricultural University,PRJNA675421,SAMN16707652,5426,5127,208,Escherichia coli,99.44,0.75,GCA_028436645.1_ASM2843664v1_genomic,B1,NA
GCA_030162195,8,GCA_030162195.2,ASM3016219v2,Escherichia coli,NA,VE-V11-M,NA,NA,NA,"Annotation submitted by AMR Research Center, National Institute of Infectious Diseases",4892298,Complete Genome,2023-04-14T00:00:00Z,NA,4600507,4600507,Illumina MiSeq; ONT MinION,"AMR Research Center, National Institute of Infectious Diseases",PRJDB10427,SAMD00587241,4802,4690,NA,Escherichia coli,98.53,0.3,GCA_030162195.2_ASM3016219v2_genomic,C,NA
GCA_029989405,2,GCA_029989405.1,ASM2998940v1,Escherichia coli,NA,AVS0453,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5391335,Complete Genome,2023-05-12T00:00:00Z,NA,5285512,5285512,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34375052,5365,5024,231,Escherichia coli,98.91,0.51,GCA_029989405.1_ASM2998940v1_genomic,B2,NA
GCA_024331475,1,GCA_024331475.2,ASM2433147v2,Escherichia coli,NA,MLI107,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4793329,Complete Genome,2023-02-08T00:00:00Z,NA,4793329,4793329,Illumina MiSeq; Oxford Nanopore MinION,"Medical Faculty, Otto-von-Guericke University Magdeburg",PRJNA856486,SAMN29553890,4639,4404,115,Escherichia coli,99.24,0.27,GCA_024331475.2_ASM2433147v2_genomic,B1,NA
GCA_030166495,2,GCA_030166495.1,ASM3016649v1,Escherichia coli,NA,DAX4,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4850574,Complete Genome,2023-06-05T00:00:00Z,NA,4720350,4720350,Oxford Nanopore; BGI,Shandong First Medical University,PRJNA975065,SAMN35304393,4691,4370,206,Escherichia coli,98.43,0.49,GCA_030166495.1_ASM3016649v1_genomic,A,NA
GCA_024918275,7,GCA_024918275.1,ASM2491827v1,Escherichia coli,NA,4012,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5106755,Complete Genome,2022-09-04T00:00:00Z,NA,4859834,4859834,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174046,4982,4689,168,Escherichia coli,99.38,0.29,GCA_024918275.1_ASM2491827v1_genomic,C,NA
GCA_024918895,4,GCA_024918895.1,ASM2491889v1,Escherichia coli,NA,p10B,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4886452,Complete Genome,2022-09-04T00:00:00Z,NA,4747694,4747694,Oxford Nanopore GridION,The University of Texas Health Science Center at Houston,PRJNA603908,SAMN13948682,4793,4444,226,Escherichia coli,97.64,0.35,GCA_024918895.1_ASM2491889v1_genomic,A,NA
GCA_027925765,4,GCA_027925765.1,ASM2792576v1,Escherichia coli,NA,98E11,NA,NA,NA,Annotation submitted by Kyushu University,5965160,Complete Genome,2023-01-13T00:00:00Z,NA,5767030,5767030,MinION,Kyushu University,PRJDB14896,SAMD00562886,6024,5893,NA,Escherichia coli,99.25,0.73,GCA_027925765.1_ASM2792576v1_genomic,B1,NA
GCA_026768475,292,GCA_026768475.1,ASM2676847v1,Escherichia coli,NA,E3741-3,NA,NA,NA,NA,4965130,Scaffold,2022-12-09T00:00:00Z,NA,137075,137075,Illumina HiSeq,China Agricultural University,PRJNA664871,SAMN16236146,NA,NA,NA,Escherichia coli,98.5,0.64,GCA_026768475.1_ASM2676847v1_genomic,A,NA
GCA_026506415,3,GCA_026506415.1,ASM2650641v1,Escherichia coli,NA,MS1050,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5310198,Complete Genome,2022-11-29T00:00:00Z,NA,4988424,4988424,Oxford Nanopore GridION; Illumina HiSeq,Mississippi State University,PRJNA839731,SAMN28550357,5101,4810,176,Escherichia coli,98.99,0.39,GCA_026506415.1_ASM2650641v1_genomic,D,NA
GCA_028523705,128,GCA_028523705.1,ASM2852370v1,Escherichia coli,NA,LJS124,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4614646,Scaffold,2023-02-06T00:00:00Z,NA,109959,124406,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904807,4531,4256,175,Escherichia coli,99.37,0.15,GCA_028523705.1_ASM2852370v1_genomic,A,NA
GCA_024700875,7,GCA_024700875.2,ASM2470087v2,Escherichia coli,NA,MLI108K1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5021006,Complete Genome,2023-02-08T00:00:00Z,NA,4733000,4733000,Illumina MiSeq; Oxford Nanopore MinION,"Medical Faculty, Otto-von-Guericke University Magdeburg",PRJNA856486,SAMN29553891,4968,4590,253,Escherichia coli,97.79,0.45,GCA_024700875.2_ASM2470087v2_genomic,A,NA
GCA_030053855,3,GCA_030053855.1,ASM3005385v1,Escherichia coli,NA,GYB01,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5130973,Complete Genome,2023-05-21T00:00:00Z,NA,4857268,4857268,PacBio,The Third Affiliated Hospital of Zhengzhou University,PRJNA971759,SAMN35066627,5029,4604,303,Escherichia coli,98.22,0.54,GCA_030053855.1_ASM3005385v1_genomic,A,NA
GCA_024971895,5,GCA_024971895.1,ASM2497189v1,Escherichia coli,NA,BL12,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4934500,Complete Genome,2022-09-06T00:00:00Z,NA,4594222,4594222,PacBio,Sichuan Agricultural University,PRJNA746700,SAMN20236820,4871,4474,277,Escherichia coli,97.49,0.49,GCA_024971895.1_ASM2497189v1_genomic,A,NA
GCA_029594335,109,GCA_029594335.1,ASM2959433v1,Escherichia coli,NA,A19,NA,NA,NA,NA,5031521,Scaffold,2023-04-05T00:00:00Z,NA,108850,131408,Illumina,University of Wyoming,PRJNA939729,SAMN33491741,NA,NA,NA,Escherichia coli,98.76,0.46,GCA_029594335.1_ASM2959433v1_genomic,A,NA
GCA_029991095,2,GCA_029991095.1,ASM2999109v1,Escherichia coli,NA,AVS0713,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5236773,Complete Genome,2023-05-12T00:00:00Z,NA,5090137,5090137,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34375057,5109,4760,242,Escherichia coli,98.64,0.97,GCA_029991095.1_ASM2999109v1_genomic,B2,NA
GCA_029855285,1,GCA_029855285.1,ASM2985528v1,Escherichia coli,NA,8A,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4641767,Chromosome,2023-04-24T00:00:00Z,NA,4641667,4641767,Novaseq 6000,GADVASU,PRJNA951537,SAMN34045124,4522,4208,194,Escherichia coli,99.27,0.15,GCA_029855285.1_ASM2985528v1_genomic,C,NA
GCA_030028135,1,GCA_030028135.1,ASM3002813v1,Escherichia coli,NA,HE_100-10,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4688237,Complete Genome,2023-05-17T00:00:00Z,NA,4688237,4688237,Illumina NextSeq,University of Victoria,PRJNA892151,SAMN31370359,4576,4181,273,Escherichia coli,95.97,0.34,GCA_030028135.1_ASM3002813v1_genomic,A,NA
GCA_028825655,234,GCA_028825655.1,ASM2882565v1,Escherichia coli,NA,CHS111,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5163937,Scaffold,2023-02-23T00:00:00Z,NA,128942,138051,Illumina NovaSeq,The Fourth Hospital of Hebei Medical University,PRJNA903692,SAMN31814559,5187,4864,232,Escherichia coli,98.8,0.52,GCA_028825655.1_ASM2882565v1_genomic,B1,NA
GCA_027889105,138,GCA_027889105.1,ASM2788910v1,Escherichia coli,NA,EC3610,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5072679,Scaffold,2023-01-17T00:00:00Z,NA,137030,138999,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260224,5045,4747,207,Escherichia coli,98.16,0.6,GCA_027889105.1_ASM2788910v1_genomic,A,NA
GCA_027723825,79,GCA_027723825.1,ASM2772382v1,Escherichia coli,NA,AM110-109,NA,NA,NA,NA,5061833,Scaffold,2023-01-11T00:00:00Z,NA,175531,188269,MGI,BGI-Shenzhen,PRJNA903559,SAMN31808762,NA,NA,NA,Escherichia coli,99.56,0.29,GCA_027723825.1_ASM2772382v1_genomic,B1,NA
GCA_028523695,97,GCA_028523695.1,ASM2852369v1,Escherichia coli,NA,LJS272,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4962936,Scaffold,2023-02-06T00:00:00Z,NA,224345,323027,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904808,4876,4658,118,Escherichia coli,99.35,0.49,GCA_028523695.1_ASM2852369v1_genomic,B1,NA
GCA_027887855,130,GCA_027887855.1,ASM2788785v1,Escherichia coli,NA,EC14263,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4947620,Scaffold,2023-01-17T00:00:00Z,NA,132606,180148,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260293,4896,4604,208,Escherichia coli,99.37,0.41,GCA_027887855.1_ASM2788785v1_genomic,C,NA
GCA_025254605,2,GCA_025254605.1,ASM2525460v1,Escherichia coli,NA,THB42-F3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4764283,Complete Genome,2022-09-19T00:00:00Z,NA,4602352,4602352,Illumina NovaSeq; Oxford Nanopore PromethION,Henan Agricultural University,PRJNA876362,SAMN30656221,4653,4323,208,Escherichia coli,98.33,0.15,GCA_025254605.1_ASM2525460v1_genomic,A,NA
GCA_027692105,68,GCA_027692105.1,ASM2769210v1,Escherichia coli,NA,OM02-17AC,NA,NA,NA,NA,4980360,Scaffold,2023-01-12T00:00:00Z,NA,185700,194010,MGI,BGI-Shenzhen,PRJNA903559,SAMN31809749,NA,NA,NA,Escherichia coli,98.96,0.49,GCA_027692105.1_ASM2769210v1_genomic,G,NA
GCA_029676895,181,GCA_029676895.1,ASM2967689v1,Escherichia coli,NA,XSS6-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5184555,Scaffold,2023-04-11T00:00:00Z,NA,175202,175202,Illumina HiSeq,South China Agricultural University,PRJNA857571,SAMN29629951,5217,4831,268,Escherichia coli,99.53,0.75,GCA_029676895.1_ASM2967689v1_genomic,B1,NA
GCA_027682105,217,GCA_027682105.1,ASM2768210v1,Escherichia coli,NA,AF58-07pH5A,NA,NA,NA,NA,5140275,Scaffold,2023-01-12T00:00:00Z,NA,124361,124361,MGI,BGI-Shenzhen,PRJNA903559,SAMN31808018,NA,NA,NA,Escherichia coli,99.45,0.82,GCA_027682105.1_ASM2768210v1_genomic,A,NA
GCA_028525545,143,GCA_028525545.1,ASM2852554v1,Escherichia coli,NA,LJS035,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4746605,Scaffold,2023-02-06T00:00:00Z,NA,88298,105109,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904749,4625,4323,202,Escherichia coli,98.64,0.3,GCA_028525545.1_ASM2852554v1_genomic,A,NA
GCA_030325265,151,GCA_030325265.1,ASM3032526v1,Escherichia coli,NA,1228,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4890788,Scaffold,2023-06-22T00:00:00Z,NA,79919,100951,Illumina,City University of Hong Kong,PRJNA640517,SAMN15324920,4789,4552,164,Escherichia coli,99.1,0.54,GCA_030325265.1_ASM3032526v1_genomic,A,NA
GCA_029094485,7,GCA_029094485.1,ASM2909448v1,Escherichia coli,NA,GENOMIC22-004,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5164418,Complete Genome,2023-03-09T00:00:00Z,NA,4850360,4850360,Pacbio Sequel IIe system,US FDA,PRJNA939815,SAMN33426038,5107,4717,270,Escherichia coli,99.2,0.87,GCA_029094485.1_ASM2909448v1_genomic,C,NA
GCA_027675975,98,GCA_027675975.1,ASM2767597v1,Escherichia coli,NA,UN03-224,NA,NA,NA,NA,4746534,Scaffold,2023-01-12T00:00:00Z,NA,148410,148410,MGI,BGI-Shenzhen,PRJNA903559,SAMN31809476,NA,NA,NA,Escherichia coli,99.55,0.18,GCA_027675975.1_ASM2767597v1_genomic,B1,NA
GCA_024917815,4,GCA_024917815.1,ASM2491781v1,Escherichia coli,NA,5264,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4891501,Complete Genome,2022-09-04T00:00:00Z,NA,4741019,4741019,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174088,4753,4412,218,Escherichia coli,98.23,0.35,GCA_024917815.1_ASM2491781v1_genomic,A,NA
GCA_028523945,103,GCA_028523945.1,ASM2852394v1,Escherichia coli,NA,LJS116,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4910007,Scaffold,2023-02-06T00:00:00Z,NA,149085,156927,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904802,4860,4605,166,Escherichia coli,99.5,0.4,GCA_028523945.1_ASM2852394v1_genomic,B1,NA
GCA_025176445,95,GCA_025176445.1,ASM2517644v1,Escherichia coli,NA,DM3,NA,NA,NA,NA,4747010,Scaffold,2022-09-13T00:00:00Z,NA,188136,212153,Illumina NovaSeq,"College of Life Sciences, Sichuan University",PRJNA827787,SAMN27625129,NA,NA,NA,Escherichia coli,98.44,0.37,GCA_025176445.1_ASM2517644v1_genomic,A,NA
GCA_024331425,2,GCA_024331425.2,ASM2433142v2,Escherichia coli,NA,MLI106K1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5087375,Complete Genome,2023-02-08T00:00:00Z,NA,4965534,4965534,Illumina MiSeq; Oxford Nanopore MinION,"Medical Faculty, Otto-von-Guericke University Magdeburg",PRJNA856486,SAMN29553886,4881,4603,157,Escherichia coli,99.52,0.36,GCA_024331425.2_ASM2433142v2_genomic,D,NA
GCA_030168675,4,GCA_030168675.1,ASM3016867v1,Escherichia coli,NA,a15,NA,NA,NA,NA,5318218,Complete Genome,2023-06-05T00:00:00Z,NA,4915417,4915417,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133712,NA,NA,NA,Escherichia coli,99.56,0.5,GCA_030168675.1_ASM3016867v1_genomic,B1,NA
GCA_025563475,1,GCA_025563475.1,ASM2556347v1,Escherichia coli,NA,BM28 lysU,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4520110,Complete Genome,2022-10-04T00:00:00Z,NA,4520110,4520110,Illumina NextSeq; Oxford Nanopore,University of Victoria,PRJNA865726,SAMN30124779,4380,4064,195,Escherichia coli,97.55,0.21,GCA_025563475.1_ASM2556347v1_genomic,A,NA
GCA_030208055,60,GCA_030208055.1,ASM3020805v1,Escherichia coli,NA,B42,NA,NA,NA,NA,4818684,Scaffold,2023-06-07T00:00:00Z,NA,224233,354907,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133689,NA,NA,NA,Escherichia coli,99.21,0.66,GCA_030208055.1_ASM3020805v1_genomic,B1,NA
GCA_024585365,2,GCA_024585365.1,ASM2458536v1,Escherichia coli,NA,MB165,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5080346,Complete Genome,2022-08-08T00:00:00Z,NA,4827999,4827999,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877320,4881,4628,135,Escherichia coli,99.52,0.99,GCA_024585365.1_ASM2458536v1_genomic,B1,NA
GCA_030345455,1,GCA_030345455.1,ASM3034545v1,Escherichia coli,NA,SY22D8,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4687476,Complete Genome,2023-06-26T00:00:00Z,NA,4687476,4687476,PacBio Sequel,Shanghai Jiao Tong University,PRJNA884016,SAMN31007790,4571,4251,198,Escherichia coli,97.11,0.15,GCA_030345455.1_ASM3034545v1_genomic,A,NA
GCA_030142725,1,GCA_030142725.1,ASM3014272v1,Escherichia coli,NA,IVRI_FBI_595,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4998450,Chromosome,2023-05-31T00:00:00Z,NA,828744,4998450,Illumina MiSeq,Indian Veterinary Research Institute,PRJNA968148,SAMN34896832,4818,4520,184,Escherichia coli,98.72,0.38,GCA_030142725.1_ASM3014272v1_genomic,G,NA
GCA_024224055,8,GCA_024224055.1,ASM2422405v1,Escherichia coli,NA,LH85-a,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5335673,Complete Genome,2022-07-13T00:00:00Z,NA,5095622,5095622,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA855630,SAMN29499321,5153,4882,150,Escherichia coli,99.48,0.68,GCA_024224055.1_ASM2422405v1_genomic,D,NA
GCA_030013675,9,GCA_030013675.1,ASM3001367v1,Escherichia coli,NA,ETEC1734,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5642534,Complete Genome,2023-05-15T00:00:00Z,NA,5272521,5272521,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549611,5731,5308,289,Escherichia coli,98.1,0.49,GCA_030013675.1_ASM3001367v1_genomic,A,NA
GCA_030013205,4,GCA_030013205.1,ASM3001320v1,Escherichia coli,NA,ETEC4077,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5496554,Complete Genome,2023-05-15T00:00:00Z,NA,5190196,5190196,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549654,5478,5068,291,Escherichia coli,98.25,0.74,GCA_030013205.1_ASM3001320v1_genomic,D,NA
GCA_029987875,2,GCA_029987875.1,ASM2998787v1,Escherichia coli,NA,AVS0285,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5235587,Complete Genome,2023-05-12T00:00:00Z,NA,5088968,5088968,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34375062,5111,4761,240,Escherichia coli,98.64,0.97,GCA_029987875.1_ASM2998787v1_genomic,B2,NA
GCA_030038665,6,GCA_030038665.1,ASM3003866v1,Escherichia coli,NA,AVS0790,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5239732,Complete Genome,2023-05-12T00:00:00Z,NA,5141728,5141728,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360970,5202,4890,203,Escherichia coli,98.94,0.51,GCA_030038665.1_ASM3003866v1_genomic,B2,NA
