assembly_id_simp,Contig_number,assembly_id,organism_name,organism_name_breed,strain,cultivar,ecotype,isolate,annotation_name,seq_length,assembly_level,release_date,wgs_project,contig_n50,scaffold_n50,sequencing_tech,submitter,bioproject,biosample,genes,protein_coding_genes,pseudogenes,checkM_marker_set,checkM_completeness,checkM_contamination
GCA_030208355,100,GCA_030208355.1,Escherichia coli,NA,B15,NA,NA,NA,NA,4873407,Scaffold,2023-06-07T00:00:00Z,NA,166502,219754,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133674,NA,NA,NA,Escherichia coli,98.8,0.6
GCA_024396475,1,GCA_024396475.1,Escherichia coli,NA,UTI89-3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5065748,Chromosome,2022-07-25T00:00:00Z,NA,3941232,5065748,Illumina,Baylor College of Medicine,PRJNA808067,SAMN26026500,4908,4633,158,Escherichia coli,99.19,0.21
GCA_029676955,247,GCA_029676955.1,Escherichia coli,NA,XSS11-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5199464,Scaffold,2023-04-11T00:00:00Z,NA,163089,163089,Illumina HiSeq,South China Agricultural University,PRJNA857571,SAMN29629955,5281,4892,270,Escherichia coli,99.53,0.75
GCA_025643135,1,GCA_025643135.1,Escherichia coli,NA,B2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4667789,Complete Genome,2022-10-11T00:00:00Z,NA,4667789,4667789,PacBio,China agriculture university,PRJNA758016,SAMN20989715,4509,4242,150,Escherichia coli,99.25,0.52
GCA_025995475,3,GCA_025995475.1,Escherichia coli,NA,27_141091,NA,NA,NA,"Annotation submitted by Kyushu University Graduate school of medical sciences, department of Bacteriology",5582377,Complete Genome,2022-07-27T00:00:00Z,NA,5424430,5424430,MinION; Illumina Miseq,"Kyushu University Graduate school of medical sciences, department of Bacteriology",PRJDB13729,SAMD00495899,5452,5326,NA,Escherichia coli,99.5,0.15
GCA_024584865,3,GCA_024584865.1,Escherichia coli,NA,SA53-3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5279019,Complete Genome,2022-08-08T00:00:00Z,NA,5035328,5035328,Illumina MiSeq 2 x 250 bp,University of Colroado Anschutz Medical Campus,PRJNA320137,SAMN04917422,5211,4937,151,Escherichia coli,99.52,0.53
GCA_029855185,1,GCA_029855185.1,Escherichia coli,NA,1A_B13c,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4641771,Chromosome,2023-04-24T00:00:00Z,NA,4641671,4641771,Novaseq 6000,GADVASU,PRJNA951208,SAMN34034231,4524,4203,199,Escherichia coli,99.4,0.18
GCA_027888205,116,GCA_027888205.1,Escherichia coli,NA,EC12003,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4869275,Scaffold,2023-01-17T00:00:00Z,NA,167658,167658,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260273,4756,4525,151,Escherichia coli,99.45,0.47
GCA_028523865,267,GCA_028523865.1,Escherichia coli,NA,LJS118,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5417564,Scaffold,2023-02-06T00:00:00Z,NA,128257,155467,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904804,5558,5261,203,Escherichia coli,99.44,0.28
GCA_027887915,157,GCA_027887915.1,Escherichia coli,NA,EC13745,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5028987,Scaffold,2023-01-17T00:00:00Z,NA,106261,111797,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260290,4927,4618,225,Escherichia coli,98.3,0.95
GCA_024298525,6,GCA_024298525.1,Escherichia coli,NA,EC21Z-097,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5022581,Complete Genome,2022-07-18T00:00:00Z,NA,4683814,4683814,Oxford Nanopore GridION,Zhejiang Academy of Agricultural Sciences,PRJNA856840,SAMN29593410,4944,4556,262,Escherichia coli,98.56,0.26
GCA_028525465,130,GCA_028525465.1,Escherichia coli,NA,LJS040,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4616238,Scaffold,2023-02-06T00:00:00Z,NA,108393,124406,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904752,4529,4253,177,Escherichia coli,99.37,0.15
GCA_026612495,138,GCA_026612495.1,Escherichia coli,NA,Q92,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4584395,Scaffold,2022-12-02T00:00:00Z,NA,70626,110233,Illumina HiSeq,China Agricultural University,PRJNA664776,SAMN16232046,4439,4186,158,Escherichia coli,99.12,0.33
GCA_029536655,3,GCA_029536655.1,Escherichia coli,NA,582,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5002660,Complete Genome,2023-04-02T00:00:00Z,NA,4870922,4870922,Illumina; Oxford Nanopore MinION,Masaryk University,PRJNA944444,SAMN33748628,4913,4564,225,Escherichia coli,99.27,0.15
GCA_024700885,3,GCA_024700885.2,Escherichia coli,NA,MLI121,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5359656,Complete Genome,2023-02-08T00:00:00Z,NA,5255484,5255484,Illumina MiSeq; Oxford Nanopore MinION,"Medical Faculty, Otto-von-Guericke University Magdeburg",PRJNA856486,SAMN29553897,5246,4918,195,Escherichia coli,99.13,0.87
GCA_030013345,2,GCA_030013345.1,Escherichia coli,NA,ETEC4069,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5151144,Complete Genome,2023-05-15T00:00:00Z,NA,5096203,5096203,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549646,5096,4730,244,Escherichia coli,98.27,0.15
GCA_030028155,1,GCA_030028155.1,Escherichia coli,NA,HE_150,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4688249,Complete Genome,2023-05-17T00:00:00Z,NA,4688249,4688249,Illumina NextSeq; Oxford Nanopore,University of Victoria,PRJNA892151,SAMN31370358,4575,4166,287,Escherichia coli,95.8,0.34
GCA_028524305,123,GCA_028524305.1,Escherichia coli,NA,LJS100,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4821334,Scaffold,2023-02-06T00:00:00Z,NA,103070,115115,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904793,4724,4466,165,Escherichia coli,99.51,0.89
GCA_024971055,2,GCA_024971055.1,Escherichia coli,NA,DLI.6n,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5112914,Complete Genome,2022-09-06T00:00:00Z,NA,5008670,5008670,Illumina MiSeq; Oxford Nanopore MinION,The Independent Schools Foundation Academy,PRJNA875216,SAMN30608554,4982,4606,252,Escherichia coli,97.87,0.42
GCA_024199065,473,GCA_024199065.1,Escherichia coli,NA,EC092,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5335514,Scaffold,2022-07-10T00:00:00Z,NA,121302,121302,Illumina HiSeq,Instituto Butantan,PRJNA855471,SAMN29492624,5661,5191,341,Escherichia coli,99.35,0.77
GCA_030208035,131,GCA_030208035.1,Escherichia coli,NA,B46,NA,NA,NA,NA,5152815,Scaffold,2023-06-07T00:00:00Z,NA,197430,239974,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133690,NA,NA,NA,Escherichia coli,99.21,0.35
GCA_030345435,1,GCA_030345435.1,Escherichia coli,NA,SY22B3,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4687476,Complete Genome,2023-06-26T00:00:00Z,NA,4687476,4687476,Oxford Nanopore PromethION,Shanghai Jiao Tong University,PRJNA884016,SAMN31007791,4571,4251,198,Escherichia coli,97.11,0.15
GCA_025563435,1,GCA_025563435.1,Escherichia coli,NA,JB41,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4652288,Complete Genome,2022-10-04T00:00:00Z,NA,4652288,4652288,Illumina NextSeq; Oxford Nanopore,University of Victoria,PRJNA865726,SAMN30124780,4520,4225,173,Escherichia coli,99.48,0.21
GCA_029676865,233,GCA_029676865.1,Escherichia coli,NA,XSS9-2,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5243729,Scaffold,2023-04-11T00:00:00Z,NA,163089,163089,Illumina HiSeq,South China Agricultural University,PRJNA857571,SAMN29629952,5320,4933,270,Escherichia coli,99.53,0.75
GCA_024546965,119,GCA_024546965.1,Escherichia coli,NA,G030,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4967999,Scaffold,2022-07-31T00:00:00Z,NA,158765,158765,Illumina MiSeq,National Institute of Public Health NIH - NRI,PRJNA861130,SAMN29884178,4899,4652,158,Escherichia coli,99.46,0.56
GCA_030028215,1,GCA_030028215.1,Escherichia coli,NA,DH10B,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4687487,Complete Genome,2023-05-17T00:00:00Z,NA,4687487,4687487,Illumina NextSeq,University of Victoria,PRJNA892151,SAMN31370355,4572,4254,196,Escherichia coli,97.14,0.15
GCA_024662255,5,GCA_024662255.1,Escherichia coli,NA,BE311,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4967374,Complete Genome,2022-08-15T00:00:00Z,NA,4840702,4840702,Illumina NovaSeq,South-Central Minzu University,PRJNA835608,SAMN28105629,4819,4500,197,Escherichia coli,98.75,0.15
GCA_030037135,2,GCA_030037135.1,Escherichia coli,NA,AVS0756,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4956892,Complete Genome,2023-05-12T00:00:00Z,NA,4848357,4848357,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360962,4832,4528,199,Escherichia coli,98.36,0.83
GCA_024585485,3,GCA_024585485.1,Escherichia coli,NA,MB52,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4686178,Complete Genome,2022-08-08T00:00:00Z,NA,4614959,4614959,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877314,4444,4137,188,Escherichia coli,99.44,0.34
GCA_024917535,3,GCA_024917535.1,Escherichia coli,NA,4750,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5376110,Complete Genome,2022-09-04T00:00:00Z,NA,5202260,5202260,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174072,5248,4912,217,Escherichia coli,98.96,0.64
GCA_025176455,99,GCA_025176455.1,Escherichia coli,NA,XY14,NA,NA,NA,NA,4641709,Scaffold,2022-09-13T00:00:00Z,NA,199378,233176,Illumina NovaSeq,"College of Life Sciences, Sichuan University",PRJNA827787,SAMN27625127,NA,NA,NA,Escherichia coli,98.44,0.29
GCA_030286115,13,GCA_030286115.1,Escherichia coli,NA,UTM00029,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5060800,Chromosome,2023-06-18T00:00:00Z,NA,4754291,4754291,Illumina MiSeq; Oxford Nanopore,The University of Tokyo Hospital,PRJNA983061,SAMN35719123,4970,4631,221,Escherichia coli,98.53,0.25
GCA_025751235,125,GCA_025751235.1,Escherichia coli,NA,SNU-Eco025,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5175498,Scaffold,2022-10-18T00:00:00Z,NA,108299,121857,Illumina NextSeq,Seoul National University,PRJNA889329,SAMN31236528,5233,4898,253,Escherichia coli,99.46,0.25
GCA_030163245,328,GCA_030163245.1,Escherichia coli,NA,YZ20MCE6,NA,NA,NA,NA,5333501,Scaffold,2023-06-02T00:00:00Z,NA,113352,113352,Illumina HiSeq,Yangzhou University,PRJNA967092,SAMN34575209,NA,NA,NA,Escherichia coli,99.46,0.61
GCA_025175145,161,GCA_025175145.1,Escherichia coli,NA,XY1,NA,NA,NA,NA,5048777,Scaffold,2022-09-13T00:00:00Z,NA,124508,125800,Illumina NovaSeq,"College of Life Sciences, Sichuan University",PRJNA827787,SAMN27625125,NA,NA,NA,Escherichia coli,99.41,0.99
GCA_024918235,4,GCA_024918235.1,Escherichia coli O25b:H4-ST131,NA,ST131,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5212621,Complete Genome,2022-09-04T00:00:00Z,NA,4918768,4918768,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174028,5193,4907,173,Escherichia coli,99.02,0.86
GCA_027925845,5,GCA_027925845.1,Escherichia coli,NA,2.00E+60,NA,NA,NA,Annotation submitted by Kyushu University,5882574,Complete Genome,2023-01-13T00:00:00Z,NA,5722815,5722815,MinION,Kyushu University,PRJDB14896,SAMD00562890,5924,5795,NA,Escherichia coli,99.31,0.71
GCA_030163135,124,GCA_030163135.1,Escherichia coli,NA,AH20PE7,NA,NA,NA,NA,4966183,Scaffold,2023-06-02T00:00:00Z,NA,236004,236004,Illumina HiSeq,Yangzhou University,PRJNA967092,SAMN34575212,NA,NA,NA,Escherichia coli,99.5,0.78
GCA_029359895,113,GCA_029359895.1,Escherichia coli,NA,ET_5,NA,NA,NA,NA,5391852,Scaffold,2023-03-22T00:00:00Z,NA,268371,269793,Complete Genomics,University of Gothenburg,PRJNA914629,SAMN32539340,NA,NA,NA,Escherichia coli,99.16,0.73
GCA_030239325,183,GCA_030239325.1,Escherichia coli,NA,G_2692,NA,NA,NA,NA,4827472,Scaffold,2023-06-08T00:00:00Z,NA,178596,191051,Illumina MiSeq,IFAIN_CEPHIED,PRJNA952997,SAMN34101130,NA,NA,NA,Escherichia coli,99.37,0.31
GCA_027944655,6,GCA_027944655.1,Escherichia coli,NA,DETEC-S565,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5203101,Complete Genome,2023-01-24T00:00:00Z,NA,4827214,4827214,Oxford Nanopore,University of Birmingham,PRJNA907549,SAMN31988496,5088,4795,172,Escherichia coli,99.56,0.28
GCA_029854615,4,GCA_029854615.1,Escherichia coli,NA,EC0430,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5203912,Complete Genome,2023-04-23T00:00:00Z,NA,4835433,4835433,Illumina NovaSeq; PacBio Sequel,Jinan University,PRJNA955656,SAMN34178803,5054,4717,214,Escherichia coli,98.91,0.47
GCA_025176605,135,GCA_025176605.1,Escherichia coli,NA,JZ27,NA,NA,NA,NA,4854052,Scaffold,2022-09-13T00:00:00Z,NA,124251,147869,Illumina NovaSeq,"College of Life Sciences, Sichuan University",PRJNA827787,SAMN27625121,NA,NA,NA,Escherichia coli,98.75,0.31
GCA_030039075,5,GCA_030039075.1,Escherichia coli,NA,AVS0247,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5127882,Complete Genome,2023-05-12T00:00:00Z,NA,4977635,4977635,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360972,5052,4730,212,Escherichia coli,98.37,0.57
GCA_030013225,3,GCA_030013225.1,Escherichia coli,NA,ETEC4075,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5189800,Complete Genome,2023-05-15T00:00:00Z,NA,5025223,5025223,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549652,5101,4715,263,Escherichia coli,97.1,0.15
GCA_030296095,3,GCA_030296095.1,Escherichia coli,NA,EC416,NA,NA,NA,Annotation submitted by Rakuno Gakuen University,5152731,Complete Genome,2023-03-21T00:00:00Z,NA,4992954,4992954,Illumina Hiseq; Nanopore Minion,Rakuno Gakuen University,PRJDB15400,SAMD00585614,4974,4857,NA,Escherichia coli,99,0.56
GCA_028622955,3,GCA_028622955.1,Escherichia coli,NA,KW21,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5062459,Complete Genome,2023-02-15T00:00:00Z,NA,4849332,4849332,PacBio; Illumina MiSeq,South China Agricultural University,PRJNA932594,SAMN33198549,4972,4666,185,Escherichia coli,99.52,0.45
GCA_030208195,70,GCA_030208195.1,Escherichia coli,NA,B25,NA,NA,NA,NA,4873462,Scaffold,2023-06-07T00:00:00Z,NA,170419,184734,Illumina HiSeq 2500,South China Agricultural University,PRJNA954068,SAMN34133681,NA,NA,NA,Escherichia coli,99.56,0.29
GCA_029594575,110,GCA_029594575.1,Escherichia coli,NA,A7,NA,NA,NA,NA,5127145,Scaffold,2023-04-05T00:00:00Z,NA,110956,112652,Illumina,University of Wyoming,PRJNA939729,SAMN33491729,NA,NA,NA,Escherichia coli,98.87,0.51
GCA_030013845,4,GCA_030013845.1,Escherichia coli,NA,ETEC1721,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4946057,Complete Genome,2023-05-15T00:00:00Z,NA,4766922,4766922,Oxford Nanopore GridION,Universiteit Gent,PRJNA917806,SAMN32549600,4834,4565,152,Escherichia coli,98.88,0.65
GCA_024330125,111,GCA_024330125.1,Escherichia coli,NA,LP558_CRO,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4827019,Scaffold,2022-07-19T00:00:00Z,NA,129456,182103,Illumina NextSeq,University of Sao Paulo,PRJNA727285,SAMN29268948,4710,4506,153,Escherichia coli,99.43,0.38
GCA_024585525,4,GCA_024585525.1,Escherichia coli,NA,MB50,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4823209,Complete Genome,2022-08-08T00:00:00Z,NA,4664121,4664121,Oxford Nanopore MinION; Illumina NovaSeq,University of Bern,PRJNA725375,SAMN18877312,4655,4331,207,Escherichia coli,97.81,0.53
GCA_024700815,3,GCA_024700815.2,Escherichia coli,NA,MLI114,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5359227,Complete Genome,2023-02-08T00:00:00Z,NA,5270094,5270094,Illumina MiSeq; Oxford Nanopore MinION,"Medical Faculty, Otto-von-Guericke University Magdeburg",PRJNA856486,SAMN29553896,5229,4909,192,Escherichia coli,99.13,0.57
GCA_024499265,8,GCA_024499265.1,Escherichia coli,NA,LP50-1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5105057,Complete Genome,2022-08-01T00:00:00Z,NA,4864725,4864725,Illumina HiSeq; QitanTech nanopore,Yangzhou University,PRJNA861424,SAMN29932434,4984,4649,218,Escherichia coli,99.26,0.79
GCA_029990415,11,GCA_029990415.1,Escherichia coli,NA,AVS0578,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5447122,Complete Genome,2023-05-12T00:00:00Z,NA,5151251,5151251,"Illumina MiniSeq, Oxford Nanopore",University of Zurich,PRJNA961666,SAMN34360983,5430,5101,215,Escherichia coli,99.02,0.45
GCA_028525165,132,GCA_028525165.1,Escherichia coli,NA,LJS070,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4616381,Scaffold,2023-02-06T00:00:00Z,NA,109941,124479,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904770,4535,4255,176,Escherichia coli,99.37,0.15
GCA_024700835,4,GCA_024700835.2,Escherichia coli,NA,MLI105,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4628945,Complete Genome,2023-02-08T00:00:00Z,NA,4603416,4603416,Illumina MiSeq; Oxford Nanopore MinION,"Medical Faculty, Otto-von-Guericke University Magdeburg",PRJNA856486,SAMN29553885,4524,4207,195,Escherichia coli,98.05,0.27
GCA_023657995,2,GCA_023657995.1,Escherichia coli,NA,Z0117EC0098,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5148498,Complete Genome,2022-06-07T00:00:00Z,NA,5033923,5033923,PacBio Sequel,Yonsei University College of medicine,PRJNA843104,SAMN28703753,5022,4677,226,Escherichia coli,99.26,0.84
GCA_030295075,2,GCA_030295075.1,Escherichia coli,NA,LR-50,NA,NA,NA,Annotation submitted by Osaka Institute of Public Health,4891226,Complete Genome,2023-05-23T00:00:00Z,NA,4693497,4693497,GGI DNBSEQ-G400FAST; ONT MinION,Osaka Institute of Public Health,PRJDB8858,SAMD00439260,4691,4581,NA,Escherichia coli,99.28,0.73
GCA_024546885,202,GCA_024546885.1,Escherichia coli,NA,E005,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5208961,Scaffold,2022-07-31T00:00:00Z,NA,113018,113018,Illumina NextSeq,National Institute of Public Health NIH - NRI,PRJNA861130,SAMN29884180,5215,4925,214,Escherichia coli,98.59,0.78
GCA_028524085,95,GCA_028524085.1,Escherichia coli,NA,LJS112,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4608735,Scaffold,2023-02-06T00:00:00Z,NA,150158,192773,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904800,4507,4254,160,Escherichia coli,99.55,0.33
GCA_024918395,3,GCA_024918395.1,Escherichia coli O25b:H4-ST131,NA,2822,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5099400,Complete Genome,2022-09-04T00:00:00Z,NA,4890300,4890300,Oxford Nanopore GridION,University of Texas MD Anderson Cancer Center,PRJNA836696,SAMN28174008,5006,4694,198,Escherichia coli,98.9,0.92
GCA_025643475,1,GCA_025643475.1,Escherichia coli str. K-12 substr. MG1655,NA,K-12 substr. MG1655,NA,NA,NA,NA,4526074,Complete Genome,2022-10-11T00:00:00Z,NA,4526074,4526074,Illumina; Oxford Nanopore MinION,Advanced Water and Environmental Biotechnology,PRJNA841766,SAMN28614398,NA,NA,NA,Escherichia coli,96.6,0.15
GCA_030007975,5,GCA_030007975.1,Escherichia coli,NA,C325,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5622430,Complete Genome,2023-05-13T00:00:00Z,NA,5323817,5323817,Illumina HiSeq; Oxford Nanopore,Hospital Ramon y Cajal,PRJNA626430,SAMN14640123,5635,5198,307,Escherichia coli,99.06,0.53
GCA_030295505,6,GCA_030295505.1,Escherichia coli,NA,JNE082640,NA,NA,NA,Annotation submitted by National Institute of Infectious Diseases,5109215,Complete Genome,2023-05-30T00:00:00Z,NA,4923370,4923370,Illumina MiSeq; PacBio Sequel IIe,National Institute of Infectious Diseases,PRJDB14917,SAMD00566112,4877,4761,NA,Escherichia coli,99.05,0.69
GCA_026651285,2,GCA_026651285.1,Escherichia coli,NA,GN03204,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5003919,Complete Genome,2022-12-05T00:00:00Z,NA,4880747,4880747,PacBio Sequel,Duke University,PRJNA823807,SAMN27361470,4875,4570,190,Escherichia coli,98.83,0.91
GCA_025246385,71,GCA_025246385.1,Escherichia coli,NA,DFH.1,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5056455,Scaffold,2022-09-18T00:00:00Z,NA,308765,308765,Illumina NovaSeq,Chinese Academy of Agricultural Sciences,PRJNA879103,SAMN30790961,5045,4747,197,Escherichia coli,98.18,0.51
GCA_025657835,116,GCA_025657835.1,Escherichia coli,NA,EcAVP11,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4936613,Scaffold,2022-10-11T00:00:00Z,NA,99140,104332,Illumina HiSeq,Madurai Kamaraj University,PRJNA864766,SAMN30170575,4845,4578,190,Escherichia coli,98.71,0.18
GCA_029625195,2,GCA_029625195.1,Escherichia coli,NA,E67,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5051071,Complete Genome,2023-04-09T00:00:00Z,NA,4926661,4926661,Illumina HiSeq; PacBio Sequel,Chinese Academy of Agricultural Sciences,PRJNA949010,SAMN33924090,4902,4666,121,Escherichia coli,98.19,0.45
GCA_027887435,116,GCA_027887435.1,Escherichia coli,NA,EC16202,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5100472,Scaffold,2023-01-17T00:00:00Z,NA,146368,218355,NovaSeq 6000,Nanjing Drum Tower Hospital,PRJNA868583,SAMN30260314,4965,4731,151,Escherichia coli,99.29,0.9
GCA_030296255,4,GCA_030296255.1,Escherichia coli,NA,EC571,NA,NA,NA,Annotation submitted by Rakuno Gakuen University,5268388,Complete Genome,2023-03-21T00:00:00Z,NA,5046117,5046117,Illumina Hiseq; Nanopore Minion,Rakuno Gakuen University,PRJDB15400,SAMD00585622,5130,5017,NA,Escherichia coli,97.69,0.18
GCA_023657975,3,GCA_023657975.1,Escherichia coli,NA,Z0117EC0116,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5193914,Complete Genome,2022-06-07T00:00:00Z,NA,4933942,4933942,PacBio Sequel,Yonsei University College of medicine,PRJNA843104,SAMN28703754,5045,4687,237,Escherichia coli,98.72,0.51
GCA_028525555,155,GCA_028525555.1,Escherichia coli,NA,LJS033,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),4702069,Scaffold,2023-02-06T00:00:00Z,NA,102710,123856,Illumina NovaSeq,Yangzhou University,PRJNA880799,SAMN30904747,4633,4325,205,Escherichia coli,98.74,0.57
GCA_027945035,3,GCA_027945035.1,Escherichia coli,NA,DETEC-E1005,NA,NA,NA,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),5073073,Complete Genome,2023-01-24T00:00:00Z,NA,4962907,4962907,Oxford Nanopore,University of Birmingham,PRJNA907549,SAMN31988394,4964,4631,215,Escherichia coli,98.99,0.38
